H,Date,HE,MWh
D,4/11/2014,18,14105.22
D,4/11/2014,19,14180.17
D,4/11/2014,20,14475.1
D,4/11/2014,21,14356.79
D,4/11/2014,22,13564.56
D,4/11/2014,23,12451.13
D,4/11/2014,24,11302.2
D,4/12/2014,1,10435.77
D,4/12/2014,2,9913.83
D,4/12/2014,3,9923.24
D,4/12/2014,4,9839.51
D,4/12/2014,5,9921.52
D,4/12/2014,6,10348.1
D,4/12/2014,7,10633.53
D,4/12/2014,8,11507.29
D,4/12/2014,9,12345.76
D,4/12/2014,10,12803.1
D,4/12/2014,11,12913.2
D,4/12/2014,12,12829.06
D,4/12/2014,13,12624.37
D,4/12/2014,14,12392.32
D,4/12/2014,15,12157.4
D,4/12/2014,16,12093.5
D,4/12/2014,17,12200.24
D,4/12/2014,18,12421.07
D,4/12/2014,19,12614.39
D,4/12/2014,20,13125.57
D,4/12/2014,21,13415.46
D,4/12/2014,22,12760.91
D,4/12/2014,23,11819.98
D,4/12/2014,24,10811.3
D,4/13/2014,1,10428.51
D,4/13/2014,2,10360.67
D,4/13/2014,3,10119.67
D,4/13/2014,4,10156.2
D,4/13/2014,5,10303.38
D,4/13/2014,6,10113.65
D,4/13/2014,7,10431.18
D,4/13/2014,8,10962.69
D,4/13/2014,9,11723.62
D,4/13/2014,10,12566.61
D,4/13/2014,11,13036.47
D,4/13/2014,12,13207.18
D,4/13/2014,13,13094.06
D,4/13/2014,14,12815.65
D,4/13/2014,15,12511.32
D,4/13/2014,16,12383.03
D,4/13/2014,17,12551.29
D,4/13/2014,18,12886.5
D,4/13/2014,19,13159.6
D,4/13/2014,20,13810.42
D,4/13/2014,21,14093.36
D,4/13/2014,22,13206.07
D,4/13/2014,23,11971.34
D,4/13/2014,24,10910.8
D,4/14/2014,1,10821.68
D,4/14/2014,2,10653.69
D,4/14/2014,3,10488.9
D,4/14/2014,4,10475.37
D,4/14/2014,5,10747.62
D,4/14/2014,6,11640.62
D,4/14/2014,7,12382.49
D,4/14/2014,8,13559.56
D,4/14/2014,9,14023.52
D,4/14/2014,10,14215.37
D,4/14/2014,11,14461.56
D,4/14/2014,12,14574.71
D,4/14/2014,13,14524.51
D,4/14/2014,14,14542.61
D,4/14/2014,15,14427.37
D,4/14/2014,16,14314.18
D,4/14/2014,17,14278.13
D,4/14/2014,18,14342.53
D,4/14/2014,19,14379.34
D,4/14/2014,20,14826.53
D,4/14/2014,21,14934.01
D,4/14/2014,22,13904.5
D,4/14/2014,23,12509.65
D,4/14/2014,24,11514.59
D,4/15/2014,1,10966.23
D,4/15/2014,2,10759.19
D,4/15/2014,3,10546.71
D,4/15/2014,4,10498.78
D,4/15/2014,5,10732.21
D,4/15/2014,6,11355.85
D,4/15/2014,7,12610.52
D,4/15/2014,8,13889.49
D,4/15/2014,9,14448.27
D,4/15/2014,10,14805.49
D,4/15/2014,11,15044.62
D,4/15/2014,12,15109.34
D,4/15/2014,13,15120.42
D,4/15/2014,14,15175.44
D,4/15/2014,15,15029.12
D,4/15/2014,16,14996.83
D,4/15/2014,17,15120.42
D,4/15/2014,18,15332.05
D,4/15/2014,19,15338.04
D,4/15/2014,20,15442.48
D,4/15/2014,21,15148.89
D,4/15/2014,22,14155.52
D,4/15/2014,23,12747.01
D,4/15/2014,24,11554.99
D,4/16/2014,1,10938.66
D,4/16/2014,2,10494.81
D,4/16/2014,3,10634.34
D,4/16/2014,4,10793.3
D,4/16/2014,5,10774.98
D,4/16/2014,6,11788.46
D,4/16/2014,7,13467.12
D,4/16/2014,8,14741.16
D,4/16/2014,9,15087.08
D,4/16/2014,10,15130.84
D,4/16/2014,11,15121.09
D,4/16/2014,12,15011.06
D,4/16/2014,13,14762.36
D,4/16/2014,14,14655.4
D,4/16/2014,15,14388.78
D,4/16/2014,16,14192.96
D,4/16/2014,17,14255.99
D,4/16/2014,18,14502.1
D,4/16/2014,19,14736.11
D,4/16/2014,20,15341.15
D,4/16/2014,21,15812.11
D,4/16/2014,22,15029.57
D,4/16/2014,23,13729.5
D,4/16/2014,24,12456.13
D,4/17/2014,1,11937.48
D,4/17/2014,2,11777.94
D,4/17/2014,3,11574.22
D,4/17/2014,4,11479.96
D,4/17/2014,5,11704.02
D,4/17/2014,6,12444.81
D,4/17/2014,7,14092.13
D,4/17/2014,8,15143.96
D,4/17/2014,9,15260.76
D,4/17/2014,10,15180.1
D,4/17/2014,11,15087.57
D,4/17/2014,12,14956.2
D,4/17/2014,13,14696.8
D,4/17/2014,14,14539.44
D,4/17/2014,15,14273.35
D,4/17/2014,16,14110.74
D,4/17/2014,17,14149.23
D,4/17/2014,18,14321.07
D,4/17/2014,19,14545.62
D,4/17/2014,20,15182.46
D,4/17/2014,21,15612.68
D,4/17/2014,22,14875.8
D,4/17/2014,23,13603.28
D,4/17/2014,24,12542.09
D,4/18/2014,1,12021.02
D,4/18/2014,2,11841.61
D,4/18/2014,3,11716.6
D,4/18/2014,4,11975.81
D,4/18/2014,5,12110.66
D,4/18/2014,6,12296.39
D,4/18/2014,7,13276.99
D,4/18/2014,8,14309.26
D,4/18/2014,9,14811.94
D,4/18/2014,10,15101.83
D,4/18/2014,11,15115.77
D,4/18/2014,12,14891.36
D,4/18/2014,13,14527.77
D,4/18/2014,14,14318.54
D,4/18/2014,15,14089.15
D,4/18/2014,16,13894.27
D,4/18/2014,17,13943.42
D,4/18/2014,18,14125.55
D,4/18/2014,19,14245.56
D,4/18/2014,20,14598.21
D,4/18/2014,21,14832.39
D,4/18/2014,22,14164.71
D,4/18/2014,23,13094.29
D,4/18/2014,24,11955.29
D,4/19/2014,1,11125.27
D,4/19/2014,2,10966.03
D,4/19/2014,3,10947.84
D,4/19/2014,4,11040.02
D,4/19/2014,5,11227.68
D,4/19/2014,6,11172.73
D,4/19/2014,7,11334.08
D,4/19/2014,8,12111.97
D,4/19/2014,9,12847.38
D,4/19/2014,10,13172.76
D,4/19/2014,11,13236.14
D,4/19/2014,12,13108.16
D,4/19/2014,13,12859.12
D,4/19/2014,14,12569.04
D,4/19/2014,15,12327.99
D,4/19/2014,16,12228.93
D,4/19/2014,17,12319.72
D,4/19/2014,18,12584.66
D,4/19/2014,19,12793.05
D,4/19/2014,20,13213.09
D,4/19/2014,21,13723.44
D,4/19/2014,22,13182.05
D,4/19/2014,23,12284.16
D,4/19/2014,24,11361.88
D,4/20/2014,1,10699.54
D,4/20/2014,2,10482.57
D,4/20/2014,3,10283.64
D,4/20/2014,4,10198.03
D,4/20/2014,5,10350.83
D,4/20/2014,6,10857.55
D,4/20/2014,7,11017.71
D,4/20/2014,8,11274.65
D,4/20/2014,9,11969.21
D,4/20/2014,10,12442.65
D,4/20/2014,11,12549.46
D,4/20/2014,12,12486.85
D,4/20/2014,13,12259.5
D,4/20/2014,14,11777.79
D,4/20/2014,15,11338.34
D,4/20/2014,16,11349.35
D,4/20/2014,17,11437.54
D,4/20/2014,18,11636.25
D,4/20/2014,19,11982.36
D,4/20/2014,20,12533.47
D,4/20/2014,21,13249.01
D,4/20/2014,22,12698.93
D,4/20/2014,23,11765.51
D,4/20/2014,24,10880.66
D,4/21/2014,1,10414.83
D,4/21/2014,2,9875.51
D,4/21/2014,3,9794.35
D,4/21/2014,4,9849.6
D,4/21/2014,5,10210.45
D,4/21/2014,6,11155.71
D,4/21/2014,7,12521.38
D,4/21/2014,8,13591.05
D,4/21/2014,9,14002.51
D,4/21/2014,10,14140.51
D,4/21/2014,11,14259.07
D,4/21/2014,12,14210.5
D,4/21/2014,13,14037.69
D,4/21/2014,14,13945.76
D,4/21/2014,15,13758.87
D,4/21/2014,16,13612.27
D,4/21/2014,17,13651.6
D,4/21/2014,18,13789.2
D,4/21/2014,19,13890.46
D,4/21/2014,20,14309.19
D,4/21/2014,21,14649.7
D,4/21/2014,22,13717.82
D,4/21/2014,23,12344.38
D,4/21/2014,24,11115.96
D,4/22/2014,1,10286.27
D,4/22/2014,2,10067.96
D,4/22/2014,3,10127.32
D,4/22/2014,4,10116.35
D,4/22/2014,5,10156.41
D,4/22/2014,6,11056.04
D,4/22/2014,7,12278.02
D,4/22/2014,8,13405.26
D,4/22/2014,9,13858.06
D,4/22/2014,10,14079.22
D,4/22/2014,11,14223.13
D,4/22/2014,12,14227.69
D,4/22/2014,13,14197.75
D,4/22/2014,14,14191.34
D,4/22/2014,15,14083.91
D,4/22/2014,16,13956.98
D,4/22/2014,17,13960.46
D,4/22/2014,18,14147.13
D,4/22/2014,19,14323.1
D,4/22/2014,20,14722.94
D,4/22/2014,21,14653.88
D,4/22/2014,22,13679.73
D,4/22/2014,23,12319.8
D,4/22/2014,24,11070.34
D,4/23/2014,1,10675.21
D,4/23/2014,2,10388
D,4/23/2014,3,10388.2
D,4/23/2014,4,10350.82
D,4/23/2014,5,10370.24
D,4/23/2014,6,11112.08
D,4/23/2014,7,12218.88
D,4/23/2014,8,13507.74
D,4/23/2014,9,14186.17
D,4/23/2014,10,14498.92
D,4/23/2014,11,14777.96
D,4/23/2014,12,14861.47
D,4/23/2014,13,14801.24
D,4/23/2014,14,14724.13
D,4/23/2014,15,14472.58
D,4/23/2014,16,14243.19
D,4/23/2014,17,14297.49
D,4/23/2014,18,14496.94
D,4/23/2014,19,14628.16
D,4/23/2014,20,14944.23
D,4/23/2014,21,15028.17
D,4/23/2014,22,14098.87
D,4/23/2014,23,12949.51
D,4/23/2014,24,12059.79
D,4/24/2014,1,11494.75
D,4/24/2014,2,11229.38
D,4/24/2014,3,11353.67
D,4/24/2014,4,11462.94
D,4/24/2014,5,11524.07
D,4/24/2014,6,11895.8
D,4/24/2014,7,13035.18
D,4/24/2014,8,13941.99
D,4/24/2014,9,14305.33
D,4/24/2014,10,14388.06
D,4/24/2014,11,14416.38
D,4/24/2014,12,14355.48
D,4/24/2014,13,14140.02
D,4/24/2014,14,14044.45
D,4/24/2014,15,13814.03
D,4/24/2014,16,13599.81
D,4/24/2014,17,13622.29
D,4/24/2014,18,13800.77
D,4/24/2014,19,13889.88
D,4/24/2014,20,14248.39
D,4/24/2014,21,14794.45
D,4/24/2014,22,14054.29
D,4/24/2014,23,12779.58
D,4/24/2014,24,11548.2
D,4/25/2014,1,11277.23
D,4/25/2014,2,11324.69
D,4/25/2014,3,11376.17
D,4/25/2014,4,11339.34
D,4/25/2014,5,11638.44
D,4/25/2014,6,12223.44
D,4/25/2014,7,12754.21
D,4/25/2014,8,13599.78
D,4/25/2014,9,13945.1
D,4/25/2014,10,14019.76
D,4/25/2014,11,14073.36
D,4/25/2014,12,14004.68
D,4/25/2014,13,13856.27
D,4/25/2014,14,13736.3
D,4/25/2014,15,13518.1
D,4/25/2014,16,13349.07
D,4/25/2014,17,13282.49
D,4/25/2014,18,13313.71
D,4/25/2014,19,13323.85
D,4/25/2014,20,13681.03
D,4/25/2014,21,14026.54
D,4/25/2014,22,13356.08
D,4/25/2014,23,12300.37
D,4/25/2014,24,11216.21
D,4/26/2014,1,10845.42
D,4/26/2014,2,10644.36
D,4/26/2014,3,10420.28
D,4/26/2014,4,10444.95
D,4/26/2014,5,10606.06
D,4/26/2014,6,10747.56
D,4/26/2014,7,10865.96
D,4/26/2014,8,11469.7
D,4/26/2014,9,12593.42
D,4/26/2014,10,13384.74
D,4/26/2014,11,13806.29
D,4/26/2014,12,13913.32
D,4/26/2014,13,13821
D,4/26/2014,14,13602.94
D,4/26/2014,15,13350.67
D,4/26/2014,16,13167.52
D,4/26/2014,17,13152.87
D,4/26/2014,18,13358.64
D,4/26/2014,19,13469.23
D,4/26/2014,20,13647.37
D,4/26/2014,21,13778.76
D,4/26/2014,22,13187.62
D,4/26/2014,23,12253.06
D,4/26/2014,24,11233.44
D,4/27/2014,1,10861.14
D,4/27/2014,2,10696.25
D,4/27/2014,3,10562.25
D,4/27/2014,4,10639.2
D,4/27/2014,5,10675.86
D,4/27/2014,6,10646.84
D,4/27/2014,7,10973.98
D,4/27/2014,8,11259.46
D,4/27/2014,9,11873.12
D,4/27/2014,10,12585.91
D,4/27/2014,11,12981.23
D,4/27/2014,12,13156.33
D,4/27/2014,13,13139.92
D,4/27/2014,14,12944.02
D,4/27/2014,15,12739.8
D,4/27/2014,16,12669.59
D,4/27/2014,17,12880.73
D,4/27/2014,18,13295.48
D,4/27/2014,19,13488.22
D,4/27/2014,20,13771.83
D,4/27/2014,21,14172.04
D,4/27/2014,22,13354.09
D,4/27/2014,23,12152.93
D,4/27/2014,24,11111.12
D,4/28/2014,1,11109.74
D,4/28/2014,2,11097.52
D,4/28/2014,3,10838.54
D,4/28/2014,4,10859.36
D,4/28/2014,5,11205.58
D,4/28/2014,6,11886.61
D,4/28/2014,7,12944.04
D,4/28/2014,8,14028.34
D,4/28/2014,9,14182.2
D,4/28/2014,10,14173.78
D,4/28/2014,11,14263.91
D,4/28/2014,12,14251.29
D,4/28/2014,13,14169.54
D,4/28/2014,14,14117.94
D,4/28/2014,15,13975.26
D,4/28/2014,16,13921.63
D,4/28/2014,17,14017.37
D,4/28/2014,18,14229.64
D,4/28/2014,19,14306.37
D,4/28/2014,20,14599.94
D,4/28/2014,21,14883.72
D,4/28/2014,22,13925.15
D,4/28/2014,23,12504.24
D,4/28/2014,24,11461.99
D,4/29/2014,1,10879.77
D,4/29/2014,2,10472.72
D,4/29/2014,3,10288.18
D,4/29/2014,4,10254.44
D,4/29/2014,5,10527.91
D,4/29/2014,6,11418.28
D,4/29/2014,7,12823.19
D,4/29/2014,8,14136.34
D,4/29/2014,9,14521.79
D,4/29/2014,10,14675.08
D,4/29/2014,11,14801
D,4/29/2014,12,14773.36
D,4/29/2014,13,14658.8
D,4/29/2014,14,14630.42
D,4/29/2014,15,14424.38
D,4/29/2014,16,14314.55
D,4/29/2014,17,14505.23
D,4/29/2014,18,14804.36
D,4/29/2014,19,15046.1
D,4/29/2014,20,15393.89
D,4/29/2014,21,15503.3
D,4/29/2014,22,14520.61
D,4/29/2014,23,13118.83
D,4/29/2014,24,12014.73
D,4/30/2014,1,11742.21
D,4/30/2014,2,11497.38
D,4/30/2014,3,11275.91
D,4/30/2014,4,11231.14
D,4/30/2014,5,11281
D,4/30/2014,6,12166.6
D,4/30/2014,7,13289.59
D,4/30/2014,8,14608.42
D,4/30/2014,9,15048.75
D,4/30/2014,10,15124.75
D,4/30/2014,11,15333.38
D,4/30/2014,12,15351.67
D,4/30/2014,13,15199.82
D,4/30/2014,14,15172.51
D,4/30/2014,15,15043.98
D,4/30/2014,16,14995.81
D,4/30/2014,17,15185.34
D,4/30/2014,18,15539.27
D,4/30/2014,19,15671.34
D,4/30/2014,20,15822.47
D,4/30/2014,21,15699.56
D,4/30/2014,22,14678.38
D,4/30/2014,23,13238.03
D,4/30/2014,24,11922.89
D,5/1/2014,1,11291.16
D,5/1/2014,2,11190.26
D,5/1/2014,3,11352.02
D,5/1/2014,4,11302.26
D,5/1/2014,5,11551.76
D,5/1/2014,6,12039.53
D,5/1/2014,7,13238.45
D,5/1/2014,8,14511.54
D,5/1/2014,9,14891.49
D,5/1/2014,10,15038.68
D,5/1/2014,11,15094.5
D,5/1/2014,12,15065
D,5/1/2014,13,14902.92
D,5/1/2014,14,14742.61
D,5/1/2014,15,14475.24
D,5/1/2014,16,14320.68
D,5/1/2014,17,14325.46
D,5/1/2014,18,14387.17
D,5/1/2014,19,14324.49
D,5/1/2014,20,14477
D,5/1/2014,21,14919.77
D,5/1/2014,22,14104.37
D,5/1/2014,23,12764.8
D,5/1/2014,24,11448.5
D,5/2/2014,1,10758.87
D,5/2/2014,2,10641.07
D,5/2/2014,3,10574.27
D,5/2/2014,4,10638.06
D,5/2/2014,5,10422.86
D,5/2/2014,6,11015.37
D,5/2/2014,7,12295.95
D,5/2/2014,8,13572.39
D,5/2/2014,9,13977.06
D,5/2/2014,10,14099.36
D,5/2/2014,11,14097.07
D,5/2/2014,12,14110.61
D,5/2/2014,13,14116.51
D,5/2/2014,14,14056.48
D,5/2/2014,15,13849.04
D,5/2/2014,16,13633.69
D,5/2/2014,17,13553.42
D,5/2/2014,18,13520.36
D,5/2/2014,19,13413.9
D,5/2/2014,20,13550.29
D,5/2/2014,21,14044.56
D,5/2/2014,22,13469.43
D,5/2/2014,23,12389.3
D,5/2/2014,24,11204.18
D,5/3/2014,1,10336.8
D,5/3/2014,2,10249.64
D,5/3/2014,3,10028.75
D,5/3/2014,4,10160.46
D,5/3/2014,5,10229.81
D,5/3/2014,6,10607.04
D,5/3/2014,7,10630.72
D,5/3/2014,8,11300
D,5/3/2014,9,12100.25
D,5/3/2014,10,12535.37
D,5/3/2014,11,12661.73
D,5/3/2014,12,12677.14
D,5/3/2014,13,12578.63
D,5/3/2014,14,12440.44
D,5/3/2014,15,12260.42
D,5/3/2014,16,12190.73
D,5/3/2014,17,12267.94
D,5/3/2014,18,12475.07
D,5/3/2014,19,12573.62
D,5/3/2014,20,12828.14
D,5/3/2014,21,13230
D,5/3/2014,22,12704.62
D,5/3/2014,23,11766.25
D,5/3/2014,24,10745.05
D,5/4/2014,1,10400.9
D,5/4/2014,2,10209.58
D,5/4/2014,3,9994.62
D,5/4/2014,4,9841.04
D,5/4/2014,5,9862.42
D,5/4/2014,6,9999.77
D,5/4/2014,7,10020.15
D,5/4/2014,8,10382.25
D,5/4/2014,9,11118.29
D,5/4/2014,10,11792.41
D,5/4/2014,11,12197.6
D,5/4/2014,12,12385.06
D,5/4/2014,13,12421.27
D,5/4/2014,14,12293.9
D,5/4/2014,15,12151.81
D,5/4/2014,16,12170.15
D,5/4/2014,17,12404.33
D,5/4/2014,18,12768.16
D,5/4/2014,19,13014.8
D,5/4/2014,20,13245.81
D,5/4/2014,21,13698.61
D,5/4/2014,22,12968.01
D,5/4/2014,23,11763.57
D,5/4/2014,24,10633.5
D,5/5/2014,1,10136.11
D,5/5/2014,2,10048.78
D,5/5/2014,3,10256.03
D,5/5/2014,4,10353.14
D,5/5/2014,5,10652.04
D,5/5/2014,6,10945.5
D,5/5/2014,7,12310.77
D,5/5/2014,8,13545
D,5/5/2014,9,13887.84
D,5/5/2014,10,14082.92
D,5/5/2014,11,14253.62
D,5/5/2014,12,14321.19
D,5/5/2014,13,14246.13
D,5/5/2014,14,14168.52
D,5/5/2014,15,13969.66
D,5/5/2014,16,13857.64
D,5/5/2014,17,13878
D,5/5/2014,18,13990.9
D,5/5/2014,19,13979.76
D,5/5/2014,20,14131.32
D,5/5/2014,21,14596.56
D,5/5/2014,22,13777.42
D,5/5/2014,23,12348.51
D,5/5/2014,24,11074.94
D,5/6/2014,1,10469.88
D,5/6/2014,2,10415.41
D,5/6/2014,3,10594.41
D,5/6/2014,4,10570.55
D,5/6/2014,5,10835.37
D,5/6/2014,6,11483.49
D,5/6/2014,7,12389.8
D,5/6/2014,8,13502.7
D,5/6/2014,9,13849.97
D,5/6/2014,10,13880.82
D,5/6/2014,11,13934.03
D,5/6/2014,12,14011.58
D,5/6/2014,13,14089.86
D,5/6/2014,14,14152.82
D,5/6/2014,15,14024.83
D,5/6/2014,16,13845.6
D,5/6/2014,17,13840.31
D,5/6/2014,18,13945.53
D,5/6/2014,19,13942.81
D,5/6/2014,20,14110.21
D,5/6/2014,21,14628.48
D,5/6/2014,22,13871.02
D,5/6/2014,23,12428.99
D,5/6/2014,24,11175.14
D,5/7/2014,1,10755.62
D,5/7/2014,2,10481.83
D,5/7/2014,3,10360.66
D,5/7/2014,4,10371.03
D,5/7/2014,5,10451.53
D,5/7/2014,6,11336.01
D,5/7/2014,7,12592.39
D,5/7/2014,8,13621.9
D,5/7/2014,9,13883.47
D,5/7/2014,10,13877.59
D,5/7/2014,11,13991.54
D,5/7/2014,12,13989.62
D,5/7/2014,13,13934.91
D,5/7/2014,14,13976.63
D,5/7/2014,15,13901.41
D,5/7/2014,16,13810
D,5/7/2014,17,13836.66
D,5/7/2014,18,13911.75
D,5/7/2014,19,13880.72
D,5/7/2014,20,14028.07
D,5/7/2014,21,14588.24
D,5/7/2014,22,13830.78
D,5/7/2014,23,12401.04
D,5/7/2014,24,11175.87
D,5/8/2014,1,10454.47
D,5/8/2014,2,10446.74
D,5/8/2014,3,10595.06
D,5/8/2014,4,10552.16
D,5/8/2014,5,10523.8
D,5/8/2014,6,10758.61
D,5/8/2014,7,12356.42
D,5/8/2014,8,13549.96
D,5/8/2014,9,13910.3
D,5/8/2014,10,14129.16
D,5/8/2014,11,14393.6
D,5/8/2014,12,14471.61
D,5/8/2014,13,14388.83
D,5/8/2014,14,14365.09
D,5/8/2014,15,14201.48
D,5/8/2014,16,14070.02
D,5/8/2014,17,14070.19
D,5/8/2014,18,14126
D,5/8/2014,19,14114.54
D,5/8/2014,20,14317.72
D,5/8/2014,21,14752.34
D,5/8/2014,22,13941.06
D,5/8/2014,23,12586.77
D,5/8/2014,24,11253.38
D,5/9/2014,1,10592.71
D,5/9/2014,2,10582.03
D,5/9/2014,3,10649.63
D,5/9/2014,4,10558.61
D,5/9/2014,5,10540.56
D,5/9/2014,6,10643.88
D,5/9/2014,7,12185.71
D,5/9/2014,8,13555.42
D,5/9/2014,9,14090.72
D,5/9/2014,10,14402.08
D,5/9/2014,11,14622.18
D,5/9/2014,12,14656.59
D,5/9/2014,13,14555.42
D,5/9/2014,14,14519.56
D,5/9/2014,15,14351.84
D,5/9/2014,16,14181.46
D,5/9/2014,17,14185.44
D,5/9/2014,18,14195.39
D,5/9/2014,19,14144.53
D,5/9/2014,20,14192.94
D,5/9/2014,21,14299.64
D,5/9/2014,22,13584.4
D,5/9/2014,23,12467.46
D,5/9/2014,24,11297.69
D,5/10/2014,1,10385.78
D,5/10/2014,2,10238.89
D,5/10/2014,3,10236.13
D,5/10/2014,4,10022.51
D,5/10/2014,5,10234.36
D,5/10/2014,6,10075.01
D,5/10/2014,7,10407.61
D,5/10/2014,8,11425.65
D,5/10/2014,9,12504.52
D,5/10/2014,10,13184.78
D,5/10/2014,11,13470.15
D,5/10/2014,12,13516.53
D,5/10/2014,13,13380.41
D,5/10/2014,14,13263.55
D,5/10/2014,15,13179.22
D,5/10/2014,16,13177.43
D,5/10/2014,17,13231.08
D,5/10/2014,18,13387.61
D,5/10/2014,19,13531.72
D,5/10/2014,20,13638.03
D,5/10/2014,21,13897.18
D,5/10/2014,22,13369.93
D,5/10/2014,23,12388.98
D,5/10/2014,24,11301.79
D,5/11/2014,1,10809.14
D,5/11/2014,2,10305.55
D,5/11/2014,3,10209.01
D,5/11/2014,4,10007.3
D,5/11/2014,5,9929.14
D,5/11/2014,6,9998.45
D,5/11/2014,7,10248.37
D,5/11/2014,8,10813.59
D,5/11/2014,9,11311.81
D,5/11/2014,10,11902.77
D,5/11/2014,11,12170.33
D,5/11/2014,12,12251.89
D,5/11/2014,13,12199.28
D,5/11/2014,14,12102.39
D,5/11/2014,15,12028.52
D,5/11/2014,16,12114.38
D,5/11/2014,17,12371
D,5/11/2014,18,12691.15
D,5/11/2014,19,12924.18
D,5/11/2014,20,13144.24
D,5/11/2014,21,13836.64
D,5/11/2014,22,13329.28
D,5/11/2014,23,12085.24
D,5/11/2014,24,10897.27
D,5/12/2014,1,10359.83
D,5/12/2014,2,10403.38
D,5/12/2014,3,9976.54
D,5/12/2014,4,9589.79
D,5/12/2014,5,9683.61
D,5/12/2014,6,10494.07
D,5/12/2014,7,11969.77
D,5/12/2014,8,13329.66
D,5/12/2014,9,14000.18
D,5/12/2014,10,14472.11
D,5/12/2014,11,14885.3
D,5/12/2014,12,15175.99
D,5/12/2014,13,15310.25
D,5/12/2014,14,15583.25
D,5/12/2014,15,15634.24
D,5/12/2014,16,15606.88
D,5/12/2014,17,15711.56
D,5/12/2014,18,15745.24
D,5/12/2014,19,15586.47
D,5/12/2014,20,15589.67
D,5/12/2014,21,15957.94
D,5/12/2014,22,15074.63
D,5/12/2014,23,13454.04
D,5/12/2014,24,11878.71
D,5/13/2014,1,10972.47
D,5/13/2014,2,10552.41
D,5/13/2014,3,10252.36
D,5/13/2014,4,10097.26
D,5/13/2014,5,10296.97
D,5/13/2014,6,10796.22
D,5/13/2014,7,12064.26
D,5/13/2014,8,13301.95
D,5/13/2014,9,13713.04
D,5/13/2014,10,13945.67
D,5/13/2014,11,14168.23
D,5/13/2014,12,14309.27
D,5/13/2014,13,14259.32
D,5/13/2014,14,14315.82
D,5/13/2014,15,14213.71
D,5/13/2014,16,14094.15
D,5/13/2014,17,14161.54
D,5/13/2014,18,14245.35
D,5/13/2014,19,14184.28
D,5/13/2014,20,14199.52
D,5/13/2014,21,14626.69
D,5/13/2014,22,13864.9
D,5/13/2014,23,12391.5
D,5/13/2014,24,11170.11
D,5/14/2014,1,10926.96
D,5/14/2014,2,10570.29
D,5/14/2014,3,10545.02
D,5/14/2014,4,10459.95
D,5/14/2014,5,10682.59
D,5/14/2014,6,11202.28
D,5/14/2014,7,12236.4
D,5/14/2014,8,13360.8
D,5/14/2014,9,13762.08
D,5/14/2014,10,13945.13
D,5/14/2014,11,14116.64
D,5/14/2014,12,14182.28
D,5/14/2014,13,14190.65
D,5/14/2014,14,14308.13
D,5/14/2014,15,14258.81
D,5/14/2014,16,14197.91
D,5/14/2014,17,14277.14
D,5/14/2014,18,14346.93
D,5/14/2014,19,14312.63
D,5/14/2014,20,14415.31
D,5/14/2014,21,14809.64
D,5/14/2014,22,14061.29
D,5/14/2014,23,12737.26
D,5/14/2014,24,11288.45
D,5/15/2014,1,10831.71
D,5/15/2014,2,10626.07
D,5/15/2014,3,10713.05
D,5/15/2014,4,10710.65
D,5/15/2014,5,10914.92
D,5/15/2014,6,11495.94
D,5/15/2014,7,12517.91
D,5/15/2014,8,13789.14
D,5/15/2014,9,14357.53
D,5/15/2014,10,14675.63
D,5/15/2014,11,15027.65
D,5/15/2014,12,15249.81
D,5/15/2014,13,15421.98
D,5/15/2014,14,15607.85
D,5/15/2014,15,15575.84
D,5/15/2014,16,15430.63
D,5/15/2014,17,15351.16
D,5/15/2014,18,15326.51
D,5/15/2014,19,15204.36
D,5/15/2014,20,15240
D,5/15/2014,21,15516.28
D,5/15/2014,22,14676.93
D,5/15/2014,23,13204.64
D,5/15/2014,24,11882.12
D,5/16/2014,1,11391.67
D,5/16/2014,2,11279.88
D,5/16/2014,3,11370.01
D,5/16/2014,4,11302.44
D,5/16/2014,5,11305.65
D,5/16/2014,6,11685.32
D,5/16/2014,7,12685.7
D,5/16/2014,8,13965.08
D,5/16/2014,9,14645.85
D,5/16/2014,10,15100.85
D,5/16/2014,11,15440.23
D,5/16/2014,12,15549.34
D,5/16/2014,13,15480.2
D,5/16/2014,14,15436.21
D,5/16/2014,15,15261.16
D,5/16/2014,16,15101.69
D,5/16/2014,17,15066.12
D,5/16/2014,18,15030.82
D,5/16/2014,19,14867.48
D,5/16/2014,20,14815.02
D,5/16/2014,21,14813.6
D,5/16/2014,22,14110.42
D,5/16/2014,23,13017.21
D,5/16/2014,24,11837.91
D,5/17/2014,1,11152.53
D,5/17/2014,2,10840.85
D,5/17/2014,3,11034.95
D,5/17/2014,4,11173.8
D,5/17/2014,5,10878.41
D,5/17/2014,6,10858.24
D,5/17/2014,7,10922.65
D,5/17/2014,8,11547.05
D,5/17/2014,9,12523.43
D,5/17/2014,10,13200.3
D,5/17/2014,11,13477.35
D,5/17/2014,12,13492.06
D,5/17/2014,13,13354.26
D,5/17/2014,14,13165.89
D,5/17/2014,15,13031.76
D,5/17/2014,16,12998.54
D,5/17/2014,17,13086.75
D,5/17/2014,18,13245.15
D,5/17/2014,19,13226.02
D,5/17/2014,20,13109.87
D,5/17/2014,21,13435.51
D,5/17/2014,22,13094.79
D,5/17/2014,23,12116.84
D,5/17/2014,24,11050.12
D,5/18/2014,1,10459.97
D,5/18/2014,2,10244.18
D,5/18/2014,3,10259.97
D,5/18/2014,4,10118.16
D,5/18/2014,5,10355.41
