H,Date,HE,MWh
D,2/24/2012,9,15783.24
D,2/24/2012,10,16163.79
D,2/24/2012,11,16442.34
D,2/24/2012,12,16532.99
D,2/24/2012,13,16403.71
D,2/24/2012,14,16364.68
D,2/24/2012,15,16251
D,2/24/2012,16,16178.75
D,2/24/2012,17,16436.66
D,2/24/2012,18,17114.29
D,2/24/2012,19,17241.39
D,2/24/2012,20,16664.44
D,2/24/2012,21,15981.16
D,2/24/2012,22,15103.49
D,2/24/2012,23,13949.94
D,2/24/2012,24,12751.19
D,2/25/2012,1,11871.83
D,2/25/2012,2,11330.34
D,2/25/2012,3,11038.27
D,2/25/2012,4,10935.07
D,2/25/2012,5,11050.28
D,2/25/2012,6,11469.71
D,2/25/2012,7,12056.71
D,2/25/2012,8,12757.58
D,2/25/2012,9,13669.46
D,2/25/2012,10,14377.18
D,2/25/2012,11,14722.85
D,2/25/2012,12,14741.21
D,2/25/2012,13,14587.6
D,2/25/2012,14,14329.18
D,2/25/2012,15,14141.97
D,2/25/2012,16,14075.32
D,2/25/2012,17,14425.58
D,2/25/2012,18,15451.49
D,2/25/2012,19,16232.84
D,2/25/2012,20,15904.65
D,2/25/2012,21,15445.95
D,2/25/2012,22,14783.04
D,2/25/2012,23,13841.38
D,2/25/2012,24,12915.38
D,2/26/2012,1,12170.29
D,2/26/2012,2,11720.48
D,2/26/2012,3,11665.47
D,2/26/2012,4,11517.28
D,2/26/2012,5,11501.32
D,2/26/2012,6,11824.08
D,2/26/2012,7,12262.96
D,2/26/2012,8,12842.52
D,2/26/2012,9,13658.79
D,2/26/2012,10,14245.67
D,2/26/2012,11,14503.63
D,2/26/2012,12,14594.54
D,2/26/2012,13,14521.27
D,2/26/2012,14,14248.1
D,2/26/2012,15,13969.23
D,2/26/2012,16,13907.36
D,2/26/2012,17,14339.59
D,2/26/2012,18,15488.48
D,2/26/2012,19,16685.27
D,2/26/2012,20,16391.64
D,2/26/2012,21,15842.71
D,2/26/2012,22,14906.92
D,2/26/2012,23,13774.5
D,2/26/2012,24,12744.71
D,2/27/2012,1,12091
D,2/27/2012,2,11904.93
D,2/27/2012,3,11800.11
D,2/27/2012,4,11844
D,2/27/2012,5,12375
D,2/27/2012,6,13457.03
D,2/27/2012,7,15044.14
D,2/27/2012,8,16076.06
D,2/27/2012,9,16204.51
D,2/27/2012,10,16145.8
D,2/27/2012,11,16082.35
D,2/27/2012,12,15960
D,2/27/2012,13,15770.67
D,2/27/2012,14,15598.33
D,2/27/2012,15,15416.85
D,2/27/2012,16,15386.94
D,2/27/2012,17,15817.22
D,2/27/2012,18,16853.13
D,2/27/2012,19,17508.16
D,2/27/2012,20,17047.52
D,2/27/2012,21,16293.08
D,2/27/2012,22,15183.69
D,2/27/2012,23,13789.62
D,2/27/2012,24,12510.03
D,2/28/2012,1,11892.23
D,2/28/2012,2,11721.19
D,2/28/2012,3,11527.28
D,2/28/2012,4,11528.46
D,2/28/2012,5,11665.93
D,2/28/2012,6,12581.18
D,2/28/2012,7,14273.97
D,2/28/2012,8,15299.35
D,2/28/2012,9,15502.18
D,2/28/2012,10,15562.23
D,2/28/2012,11,15565.04
D,2/28/2012,12,15453.7
D,2/28/2012,13,15254.52
D,2/28/2012,14,15132.83
D,2/28/2012,15,14913.84
D,2/28/2012,16,14819.44
D,2/28/2012,17,15121
D,2/28/2012,18,16174.05
D,2/28/2012,19,17266.71
D,2/28/2012,20,17049.54
D,2/28/2012,21,16441.59
D,2/28/2012,22,15386.07
D,2/28/2012,23,13992.71
D,2/28/2012,24,12719.39
D,2/29/2012,1,11925.45
D,2/29/2012,2,11691.72
D,2/29/2012,3,11582.67
D,2/29/2012,4,11555.78
D,2/29/2012,5,11648.67
D,2/29/2012,6,12700.33
D,2/29/2012,7,14553.74
D,2/29/2012,8,15649.08
D,2/29/2012,9,15925.24
D,2/29/2012,10,16064.25
D,2/29/2012,11,16191
D,2/29/2012,12,16289.46
D,2/29/2012,13,16286.07
D,2/29/2012,14,16433.82
D,2/29/2012,15,16431.78
D,2/29/2012,16,16488.84
D,2/29/2012,17,16905.81
D,2/29/2012,18,17850.78
D,2/29/2012,19,18330.44
D,2/29/2012,20,17849.9
D,2/29/2012,21,17032.6
D,2/29/2012,22,15821
D,2/29/2012,23,14362.4
D,2/29/2012,24,13062.15
D,3/1/2012,1,12464.97
D,3/1/2012,2,12050.19
D,3/1/2012,3,12111.12
D,3/1/2012,4,12079.05
D,3/1/2012,5,12376.48
D,3/1/2012,6,12971.2
D,3/1/2012,7,14588.64
D,3/1/2012,8,15748.64
D,3/1/2012,9,16307.08
D,3/1/2012,10,16633.65
D,3/1/2012,11,16889.61
D,3/1/2012,12,16953.73
D,3/1/2012,13,16934.8
D,3/1/2012,14,16851.37
D,3/1/2012,15,16725.74
D,3/1/2012,16,16660.68
D,3/1/2012,17,16969.03
D,3/1/2012,18,17770.88
D,3/1/2012,19,18348.12
D,3/1/2012,20,17969.88
D,3/1/2012,21,17274.68
D,3/1/2012,22,16175.09
D,3/1/2012,23,14739.47
D,3/1/2012,24,13418.59
D,3/2/2012,1,12607.41
D,3/2/2012,2,12170.1
D,3/2/2012,3,11942.22
D,3/2/2012,4,11943.06
D,3/2/2012,5,12246.84
D,3/2/2012,6,13546.61
D,3/2/2012,7,15097.72
D,3/2/2012,8,16261.23
D,3/2/2012,9,16598.63
D,3/2/2012,10,16644.31
D,3/2/2012,11,16744.29
D,3/2/2012,12,16642.59
D,3/2/2012,13,16464.87
D,3/2/2012,14,16368.62
D,3/2/2012,15,16167.47
D,3/2/2012,16,16091.66
D,3/2/2012,17,16375.19
D,3/2/2012,18,17105.51
D,3/2/2012,19,17533.38
D,3/2/2012,20,17062.92
D,3/2/2012,21,16437.78
D,3/2/2012,22,15574.94
D,3/2/2012,23,14435.63
D,3/2/2012,24,13235.16
D,3/3/2012,1,12378.35
D,3/3/2012,2,12194.66
D,3/3/2012,3,12147.58
D,3/3/2012,4,11878.33
D,3/3/2012,5,11940.59
D,3/3/2012,6,11945
D,3/3/2012,7,12466.16
D,3/3/2012,8,13298.41
D,3/3/2012,9,14300.46
D,3/3/2012,10,15073.86
D,3/3/2012,11,15426.99
D,3/3/2012,12,15516.74
D,3/3/2012,13,15308.09
D,3/3/2012,14,14874.23
D,3/3/2012,15,14674.62
D,3/3/2012,16,14375.92
D,3/3/2012,17,14382.78
D,3/3/2012,18,14880.11
D,3/3/2012,19,15793.69
D,3/3/2012,20,15474.92
D,3/3/2012,21,14976.96
D,3/3/2012,22,14527.69
D,3/3/2012,23,13696.11
D,3/3/2012,24,13025.57
D,3/4/2012,1,12350.23
D,3/4/2012,2,11893.75
D,3/4/2012,3,11921.94
D,3/4/2012,4,11806.28
D,3/4/2012,5,11867.99
D,3/4/2012,6,12062.09
D,3/4/2012,7,12253.46
D,3/4/2012,8,12565.7
D,3/4/2012,9,13263.2
D,3/4/2012,10,14001.09
D,3/4/2012,11,14329.94
D,3/4/2012,12,14513.15
D,3/4/2012,13,14477.3
D,3/4/2012,14,14267.15
D,3/4/2012,15,14101.11
D,3/4/2012,16,14116.19
D,3/4/2012,17,14414.47
D,3/4/2012,18,15363.56
D,3/4/2012,19,16483.05
D,3/4/2012,20,16266.96
D,3/4/2012,21,15689.19
D,3/4/2012,22,14700.87
D,3/4/2012,23,13524
D,3/4/2012,24,12444.62
D,3/5/2012,1,11720.61
D,3/5/2012,2,11639.26
D,3/5/2012,3,11803.98
D,3/5/2012,4,11873.54
D,3/5/2012,5,12138.39
D,3/5/2012,6,13219.32
D,3/5/2012,7,14830.63
D,3/5/2012,8,15933.27
D,3/5/2012,9,16144.84
D,3/5/2012,10,16169.92
D,3/5/2012,11,16177.88
D,3/5/2012,12,16062.92
D,3/5/2012,13,15846.2
D,3/5/2012,14,15677.85
D,3/5/2012,15,15410.88
D,3/5/2012,16,15347.81
D,3/5/2012,17,15676.08
D,3/5/2012,18,16671.04
D,3/5/2012,19,17964.65
D,3/5/2012,20,17755.23
D,3/5/2012,21,17138.98
D,3/5/2012,22,16097.95
D,3/5/2012,23,14704.88
D,3/5/2012,24,13461.18
D,3/6/2012,1,12725.24
D,3/6/2012,2,12564.28
D,3/6/2012,3,12721.5
D,3/6/2012,4,12806.7
D,3/6/2012,5,13240.06
D,3/6/2012,6,14085.36
D,3/6/2012,7,15624.94
D,3/6/2012,8,16656.22
D,3/6/2012,9,16734.81
D,3/6/2012,10,16600.36
D,3/6/2012,11,16512.4
D,3/6/2012,12,16352.1
D,3/6/2012,13,16068.69
D,3/6/2012,14,15894.25
D,3/6/2012,15,15602.87
D,3/6/2012,16,15475.97
D,3/6/2012,17,15704.29
D,3/6/2012,18,16526.11
D,3/6/2012,19,17735.15
D,3/6/2012,20,17602.04
D,3/6/2012,21,17014.94
D,3/6/2012,22,15948.14
D,3/6/2012,23,14484.4
D,3/6/2012,24,13208.87
D,3/7/2012,1,12830.88
D,3/7/2012,2,12651.38
D,3/7/2012,3,12449.82
D,3/7/2012,4,12431.83
D,3/7/2012,5,12754.53
D,3/7/2012,6,13347.27
D,3/7/2012,7,14860.47
D,3/7/2012,8,15704.11
D,3/7/2012,9,15739.64
D,3/7/2012,10,15650
D,3/7/2012,11,15581.76
D,3/7/2012,12,15398.1
D,3/7/2012,13,15169.22
D,3/7/2012,14,15015.59
D,3/7/2012,15,14746.85
D,3/7/2012,16,14617.81
D,3/7/2012,17,14801.91
D,3/7/2012,18,15572.88
D,3/7/2012,19,16715.13
D,3/7/2012,20,16494.08
D,3/7/2012,21,15860.37
D,3/7/2012,22,14797.87
D,3/7/2012,23,13358.49
D,3/7/2012,24,12073.32
D,3/8/2012,1,11354.77
D,3/8/2012,2,11033.89
D,3/8/2012,3,11307.67
D,3/8/2012,4,11268.02
D,3/8/2012,5,11447.58
D,3/8/2012,6,12441.62
D,3/8/2012,7,14041.12
D,3/8/2012,8,14740.55
D,3/8/2012,9,14826.5
D,3/8/2012,10,14882.56
D,3/8/2012,11,14950.99
D,3/8/2012,12,14934.98
D,3/8/2012,13,14761.52
D,3/8/2012,14,14720.18
D,3/8/2012,15,14556.94
D,3/8/2012,16,14450
D,3/8/2012,17,14609.19
D,3/8/2012,18,15298.72
D,3/8/2012,19,16216.93
D,3/8/2012,20,15948.74
D,3/8/2012,21,15316.4
D,3/8/2012,22,14263.21
D,3/8/2012,23,12844.42
D,3/8/2012,24,11595.66
D,3/9/2012,1,11264.39
D,3/9/2012,2,11079.86
D,3/9/2012,3,11051.21
D,3/9/2012,4,11043.19
D,3/9/2012,5,11162
D,3/9/2012,6,12273.93
D,3/9/2012,7,13530.56
D,3/9/2012,8,14599.91
D,3/9/2012,9,14935.39
D,3/9/2012,10,15111.77
D,3/9/2012,11,15216.52
D,3/9/2012,12,15121.81
D,3/9/2012,13,14892.4
D,3/9/2012,14,14754.22
D,3/9/2012,15,14559.37
D,3/9/2012,16,14462.35
D,3/9/2012,17,14584.43
D,3/9/2012,18,15215.66
D,3/9/2012,19,16186.72
D,3/9/2012,20,15932.7
D,3/9/2012,21,15393.46
D,3/9/2012,22,14618.2
D,3/9/2012,23,13526.2
D,3/9/2012,24,12420.31
D,3/10/2012,1,11618.36
D,3/10/2012,2,11183.05
D,3/10/2012,3,10979.24
D,3/10/2012,4,10922.67
D,3/10/2012,5,11057.33
D,3/10/2012,6,11526.15
D,3/10/2012,7,12161.27
D,3/10/2012,8,13115.2
D,3/10/2012,9,14039.68
D,3/10/2012,10,14608.85
D,3/10/2012,11,14789.37
D,3/10/2012,12,14692.24
D,3/10/2012,13,14418.4
D,3/10/2012,14,14091.15
D,3/10/2012,15,13810.93
D,3/10/2012,16,13683.11
D,3/10/2012,17,13893.1
D,3/10/2012,18,14500.89
D,3/10/2012,19,15665.72
D,3/10/2012,20,15498.08
D,3/10/2012,21,15087.33
D,3/10/2012,22,14403.96
D,3/10/2012,23,13467.79
D,3/10/2012,24,12528.39
D,3/11/2012,1,11783.03
D,3/11/2012,2,11578.6
D,3/11/2012,4,11235.34
D,3/11/2012,5,11037.81
D,3/11/2012,6,11203.86
D,3/11/2012,7,11619.61
D,3/11/2012,8,12065.54
D,3/11/2012,9,12751.6
D,3/11/2012,10,13339.32
D,3/11/2012,11,13662.95
D,3/11/2012,12,13774.37
D,3/11/2012,13,13685.75
D,3/11/2012,14,13425.24
D,3/11/2012,15,13087.7
D,3/11/2012,16,12890.46
D,3/11/2012,17,12916.53
D,3/11/2012,18,13290.77
D,3/11/2012,19,13927.92
D,3/11/2012,20,15087.52
D,3/11/2012,21,14925.26
D,3/11/2012,22,14043.47
D,3/11/2012,23,12853.24
D,3/11/2012,24,11678.56
D,3/12/2012,1,11019.72
D,3/12/2012,2,10686.16
D,3/12/2012,3,10745.03
D,3/12/2012,4,10806.02
D,3/12/2012,5,11094.91
D,3/12/2012,6,11654.67
D,3/12/2012,7,13622.11
D,3/12/2012,8,14906.74
D,3/12/2012,9,15071.48
D,3/12/2012,10,15036.52
D,3/12/2012,11,15065.59
D,3/12/2012,12,15009.87
D,3/12/2012,13,14873.33
D,3/12/2012,14,14768.18
D,3/12/2012,15,14581.42
D,3/12/2012,16,14351.81
D,3/12/2012,17,14312.57
D,3/12/2012,18,14473.86
D,3/12/2012,19,14930.68
D,3/12/2012,20,15756.11
D,3/12/2012,21,15344.62
D,3/12/2012,22,14281.71
D,3/12/2012,23,12838.87
D,3/12/2012,24,11857.29
D,3/13/2012,1,10925.1
D,3/13/2012,2,10584.12
D,3/13/2012,3,10348.09
D,3/13/2012,4,10495.62
D,3/13/2012,5,10682.38
D,3/13/2012,6,11536.12
D,3/13/2012,7,13264.06
D,3/13/2012,8,14247.19
D,3/13/2012,9,14633.33
D,3/13/2012,10,14749.18
D,3/13/2012,11,14886.94
D,3/13/2012,12,14912.87
D,3/13/2012,13,14817.37
D,3/13/2012,14,14793.7
D,3/13/2012,15,14637.66
D,3/13/2012,16,14491.29
D,3/13/2012,17,14497.64
D,3/13/2012,18,14646.92
D,3/13/2012,19,14868.4
D,3/13/2012,20,15611.53
D,3/13/2012,21,15208.34
D,3/13/2012,22,14163.24
D,3/13/2012,23,12726.82
D,3/13/2012,24,11372.26
D,3/14/2012,1,10716.15
D,3/14/2012,2,10201.42
D,3/14/2012,3,10298.27
D,3/14/2012,4,10203.02
D,3/14/2012,5,10416.91
D,3/14/2012,6,10914.24
D,3/14/2012,7,12802.56
D,3/14/2012,8,14114.84
D,3/14/2012,9,14436.09
D,3/14/2012,10,14599.66
D,3/14/2012,11,14730.92
D,3/14/2012,12,14744.07
D,3/14/2012,13,14611.04
D,3/14/2012,14,14577.16
D,3/14/2012,15,14442.39
D,3/14/2012,16,14312.93
D,3/14/2012,17,14411.86
D,3/14/2012,18,14753.9
D,3/14/2012,19,15118.36
D,3/14/2012,20,15689.26
D,3/14/2012,21,15326.81
D,3/14/2012,22,14337.53
D,3/14/2012,23,12921.3
D,3/14/2012,24,11627.96
D,3/15/2012,1,11341.84
D,3/15/2012,2,11094.32
D,3/15/2012,3,11073.28
D,3/15/2012,4,11088.7
D,3/15/2012,5,11102.97
D,3/15/2012,6,12038.93
D,3/15/2012,7,13537.18
D,3/15/2012,8,14648.02
D,3/15/2012,9,14988.28
D,3/15/2012,10,15130.28
D,3/15/2012,11,15257.13
D,3/15/2012,12,15218.34
D,3/15/2012,13,15015.88
D,3/15/2012,14,14898.89
D,3/15/2012,15,14629.77
D,3/15/2012,16,14476.46
D,3/15/2012,17,14565.98
D,3/15/2012,18,14934.31
D,3/15/2012,19,15431.63
D,3/15/2012,20,16119.28
D,3/15/2012,21,15743.95
D,3/15/2012,22,14808.64
D,3/15/2012,23,13421.68
D,3/15/2012,24,12119.2
D,3/16/2012,1,11368.08
D,3/16/2012,2,11238.17
D,3/16/2012,3,11248.21
D,3/16/2012,4,11191.89
D,3/16/2012,5,11428.26
D,3/16/2012,6,11905.42
D,3/16/2012,7,13553.71
D,3/16/2012,8,14827.11
D,3/16/2012,9,15230.76
D,3/16/2012,10,15411.72
D,3/16/2012,11,15590.21
D,3/16/2012,12,15623.93
D,3/16/2012,13,15515.75
D,3/16/2012,14,15438.32
D,3/16/2012,15,15265.1
D,3/16/2012,16,15109.08
D,3/16/2012,17,15079.22
D,3/16/2012,18,15105.5
D,3/16/2012,19,15213.98
D,3/16/2012,20,15601.06
D,3/16/2012,21,15228.76
D,3/16/2012,22,14462.96
D,3/16/2012,23,13370.57
D,3/16/2012,24,12180.79
D,3/17/2012,1,11310.96
D,3/17/2012,2,11211.14
D,3/17/2012,3,10918.63
D,3/17/2012,4,10918.66
D,3/17/2012,5,10990.46
D,3/17/2012,6,11099.98
D,3/17/2012,7,11272.34
D,3/17/2012,8,12022.59
D,3/17/2012,9,13045.8
D,3/17/2012,10,13793.3
D,3/17/2012,11,14124.87
D,3/17/2012,12,14098.53
D,3/17/2012,13,13859.31
D,3/17/2012,14,13527.38
D,3/17/2012,15,13186.69
D,3/17/2012,16,12921.01
D,3/17/2012,17,12828.42
D,3/17/2012,18,12887.87
D,3/17/2012,19,13119.09
D,3/17/2012,20,13967.8
D,3/17/2012,21,13896.03
D,3/17/2012,22,13321.51
D,3/17/2012,23,12477.12
D,3/17/2012,24,11540.06
D,3/18/2012,1,11159.82
D,3/18/2012,2,11044.66
D,3/18/2012,3,10868.44
D,3/18/2012,4,10885.86
D,3/18/2012,5,10727.94
D,3/18/2012,6,10908.15
D,3/18/2012,7,11399.66
D,3/18/2012,8,11897.59
D,3/18/2012,9,12513.29
D,3/18/2012,10,12800.6
D,3/18/2012,11,13231.49
D,3/18/2012,12,13155.34
D,3/18/2012,13,12982.51
D,3/18/2012,14,12729.7
D,3/18/2012,15,12505.56
D,3/18/2012,16,12415.4
D,3/18/2012,17,12533.34
D,3/18/2012,18,12861.38
D,3/18/2012,19,13252.64
D,3/18/2012,20,14363.43
D,3/18/2012,21,14236.22
D,3/18/2012,22,13280.36
D,3/18/2012,23,12041.66
D,3/18/2012,24,10890.59
D,3/19/2012,1,10063.5
D,3/19/2012,2,10056.54
D,3/19/2012,3,9972.4
D,3/19/2012,4,9958.56
D,3/19/2012,5,10251.76
D,3/19/2012,6,11056.54
D,3/19/2012,7,12791.27
D,3/19/2012,8,13996.33
D,3/19/2012,9,14358.12
D,3/19/2012,10,14546.88
D,3/19/2012,11,14793.01
D,3/19/2012,12,14912.95
D,3/19/2012,13,14920.39
D,3/19/2012,14,14984
D,3/19/2012,15,14874.11
D,3/19/2012,16,14693.47
D,3/19/2012,17,14582.76
D,3/19/2012,18,14578.48
D,3/19/2012,19,14666
D,3/19/2012,20,15485.85
D,3/19/2012,21,15196.55
D,3/19/2012,22,14075.5
D,3/19/2012,23,12566.95
D,3/19/2012,24,11473.23
D,3/20/2012,1,10855.74
D,3/20/2012,2,10659.9
D,3/20/2012,3,10447.71
D,3/20/2012,4,10391.65
D,3/20/2012,5,10687.61
D,3/20/2012,6,11438.92
D,3/20/2012,7,12864.6
D,3/20/2012,8,14000.52
D,3/20/2012,9,14318.8
D,3/20/2012,10,14466.8
D,3/20/2012,11,14675.64
D,3/20/2012,12,14799.88
D,3/20/2012,13,14860.47
D,3/20/2012,14,14978.88
D,3/20/2012,15,14955.26
D,3/20/2012,16,14881.56
D,3/20/2012,17,14843.7
D,3/20/2012,18,14892.82
D,3/20/2012,19,14912.87
D,3/20/2012,20,15667.95
D,3/20/2012,21,15481.37
D,3/20/2012,22,14398.5
D,3/20/2012,23,12855.55
D,3/20/2012,24,11496.28
D,3/21/2012,1,10788.5
D,3/21/2012,2,10580.53
D,3/21/2012,3,10380.95
D,3/21/2012,4,10194.68
D,3/21/2012,5,10381.41
D,3/21/2012,6,10878.9
D,3/21/2012,7,12747.94
D,3/21/2012,8,13959.93
D,3/21/2012,9,14434.07
D,3/21/2012,10,14716.39
D,3/21/2012,11,15012.75
D,3/21/2012,12,15201.66
D,3/21/2012,13,15246.44
D,3/21/2012,14,15345.79
D,3/21/2012,15,15302.26
D,3/21/2012,16,15224.18
D,3/21/2012,17,15200.41
D,3/21/2012,18,15187.49
D,3/21/2012,19,15116.42
D,3/21/2012,20,15811.86
D,3/21/2012,21,15615.79
D,3/21/2012,22,14550.15
D,3/21/2012,23,13048.01
D,3/21/2012,24,11660.33
D,3/22/2012,1,10993.61
D,3/22/2012,2,10265.29
D,3/22/2012,3,10397.59
D,3/22/2012,4,10327.18
D,3/22/2012,5,10747.76
D,3/22/2012,6,11210.3
D,3/22/2012,7,12822.33
D,3/22/2012,8,13985.04
D,3/22/2012,9,14474.56
D,3/22/2012,10,14829.22
D,3/22/2012,11,15198.41
D,3/22/2012,12,15430.13
D,3/22/2012,13,15468.34
D,3/22/2012,14,15645.33
D,3/22/2012,15,15659.53
D,3/22/2012,16,15625.27
D,3/22/2012,17,15602.03
D,3/22/2012,18,15540.5
D,3/22/2012,19,15380.02
D,3/22/2012,20,15998.81
D,3/22/2012,21,15849.75
D,3/22/2012,22,14785.5
D,3/22/2012,23,13245.14
D,3/22/2012,24,11868.85
D,3/23/2012,1,11180.7
D,3/23/2012,2,10706.57
D,3/23/2012,3,10415.3
D,3/23/2012,4,10407.85
D,3/23/2012,5,10381.16
D,3/23/2012,6,11200.54
D,3/23/2012,7,12767.02
D,3/23/2012,8,13926.2
D,3/23/2012,9,14443.73
D,3/23/2012,10,14727.54
D,3/23/2012,11,14995.05
D,3/23/2012,12,15089.64
D,3/23/2012,13,14965.05
D,3/23/2012,14,14970.97
D,3/23/2012,15,14847.56
D,3/23/2012,16,14658
D,3/23/2012,17,14560.71
D,3/23/2012,18,14409.9
D,3/23/2012,19,14120.6
D,3/23/2012,20,14674.11
D,3/23/2012,21,14476.61
D,3/23/2012,22,13657.37
D,3/23/2012,23,12539.17
D,3/23/2012,24,11373.42
D,3/24/2012,1,10454.58
D,3/24/2012,2,10146.26
D,3/24/2012,3,10066.89
D,3/24/2012,4,9891.41
D,3/24/2012,5,9894.74
D,3/24/2012,6,10362
D,3/24/2012,7,10665.29
D,3/24/2012,8,11260.3
D,3/24/2012,9,12090.51
D,3/24/2012,10,12833.53
D,3/24/2012,11,13181.71
D,3/24/2012,12,13249.72
D,3/24/2012,13,13125.57
D,3/24/2012,14,12880.38
D,3/24/2012,15,12660.55
D,3/24/2012,16,12558.05
D,3/24/2012,17,12624.84
D,3/24/2012,18,12919.95
D,3/24/2012,19,13248.44
D,3/24/2012,20,13791.47
D,3/24/2012,21,13580.69
D,3/24/2012,22,12937.46
D,3/24/2012,23,12007.46
D,3/24/2012,24,11038.94
D,3/25/2012,1,10207.62
D,3/25/2012,2,9682.96
D,3/25/2012,3,9630.02
D,3/25/2012,4,9537.06
D,3/25/2012,5,9539.12
D,3/25/2012,6,9760.95
D,3/25/2012,7,10015.66
D,3/25/2012,8,10860.99
D,3/25/2012,9,11717.77
D,3/25/2012,10,12613.11
D,3/25/2012,11,13198.75
D,3/25/2012,12,13533.96
D,3/25/2012,13,13668.27
D,3/25/2012,14,13530.69
D,3/25/2012,15,13372.09
D,3/25/2012,16,13253.38
D,3/25/2012,17,13408.55
D,3/25/2012,18,13792.36
D,3/25/2012,19,14098.2
D,3/25/2012,20,14695.94
D,3/25/2012,21,14447.68
D,3/25/2012,22,13479.51
D,3/25/2012,23,12262.83
D,3/25/2012,24,11143.76
D,3/26/2012,1,10352.1
D,3/26/2012,2,10582.2
D,3/26/2012,3,10665.58
D,3/26/2012,4,10629.62
D,3/26/2012,5,10813.51
D,3/26/2012,6,11372.72
D,3/26/2012,7,13327.2
D,3/26/2012,8,14423.63
D,3/26/2012,9,14845.62
D,3/26/2012,10,15004.44
D,3/26/2012,11,15099.99
D,3/26/2012,12,15026.27
D,3/26/2012,13,14863.88
D,3/26/2012,14,14763.92
D,3/26/2012,15,14566.05
D,3/26/2012,16,14452.18
D,3/26/2012,17,14542.03
D,3/26/2012,18,14918.25
D,3/26/2012,19,15329.46
D,3/26/2012,20,16255.5
D,3/26/2012,21,16214.52
D,3/26/2012,22,15261.09
D,3/26/2012,23,13884.72
D,3/26/2012,24,12904.94
D,3/27/2012,1,12534.81
D,3/27/2012,2,12470.11
D,3/27/2012,3,12304.88
D,3/27/2012,4,12295.85
D,3/27/2012,5,12596.58
D,3/27/2012,6,12957.01
D,3/27/2012,7,14684.49
D,3/27/2012,8,15798.81
D,3/27/2012,9,15956.04
D,3/27/2012,10,15932.64
D,3/27/2012,11,15888.34
D,3/27/2012,12,15763.58
D,3/27/2012,13,15538.06
D,3/27/2012,14,15362.38
D,3/27/2012,15,15019.75
D,3/27/2012,16,14790.68
D,3/27/2012,17,14754.26
D,3/27/2012,18,14953.19
D,3/27/2012,19,15183.97
D,3/27/2012,20,16065.11
D,3/27/2012,21,16082.4
D,3/27/2012,22,15134.53
D,3/27/2012,23,13960.77
D,3/27/2012,24,12678.91
D,3/28/2012,1,12094
D,3/28/2012,2,11880.34
D,3/28/2012,3,11655.74
D,3/28/2012,4,11579.72
D,3/28/2012,5,11834.21
D,3/28/2012,6,12452.97
D,3/28/2012,7,14051.18
D,3/28/2012,8,15225.4
D,3/28/2012,9,15458.43
D,3/28/2012,10,15490.38
D,3/28/2012,11,15580.7
D,3/28/2012,12,15600.36
D,3/28/2012,13,15529.66
D,3/28/2012,14,15486.91
D,3/28/2012,15,15194.94
D,3/28/2012,16,14926.78
D,3/28/2012,17,14946.73
D,3/28/2012,18,15116.07
D,3/28/2012,19,15292.23
D,3/28/2012,20,15863.84
D,3/28/2012,21,15632.71
D,3/28/2012,22,14635.39
D,3/28/2012,23,13162.27
D,3/28/2012,24,11978.92
D,3/29/2012,1,11442.25
D,3/29/2012,2,11348.95
D,3/29/2012,3,11320.84
D,3/29/2012,4,11272.65
D,3/29/2012,5,11542.65
D,3/29/2012,6,12031.47
D,3/29/2012,7,13427.2
D,3/29/2012,8,14635.39
D,3/29/2012,9,14994.17
D,3/29/2012,10,15205.19
D,3/29/2012,11,15376.88
D,3/29/2012,12,15407.01
D,3/29/2012,13,15306.96
D,3/29/2012,14,15232
D,3/29/2012,15,14995.88
D,3/29/2012,16,14901.91
D,3/29/2012,17,15004.83
D,3/29/2012,18,15281.29
D,3/29/2012,19,15562.88
D,3/29/2012,20,16098.15
D,3/29/2012,21,15823.8
D,3/29/2012,22,14861.87
D,3/29/2012,23,13425.8
D,3/29/2012,24,12134.35
D,3/30/2012,1,11516.99
D,3/30/2012,2,11343.43
D,3/30/2012,3,11169.92
D,3/30/2012,4,11135.28
D,3/30/2012,5,11425.86
D,3/30/2012,6,12139.51
D,3/30/2012,7,13723.38
D,3/30/2012,8,14846.62
D,3/30/2012,9,15051.63
D,3/30/2012,10,15090.28
D,3/30/2012,11,15104.31
D,3/30/2012,12,14985.75
D,3/30/2012,13,14753.93
D,3/30/2012,14,14601.09
D,3/30/2012,15,14325.64
D,3/30/2012,16,14044.08
D,3/30/2012,17,13922.54
D,3/30/2012,18,13927.75
D,3/30/2012,19,13997.77
D,3/30/2012,20,14750.55
D,3/30/2012,21,14803.68
D,3/30/2012,22,14146.17
D,3/30/2012,23,13099.78
D,3/30/2012,24,12012.44
D,3/31/2012,1,11466.34
D,3/31/2012,2,11579.71
D,3/31/2012,3,11210.4
D,3/31/2012,4,10961.1
D,3/31/2012,5,11031.67
D,3/31/2012,6,11151.55
D,3/31/2012,7,11621.36
D,3/31/2012,8,12247.36
D,3/31/2012,9,13346.36
D,3/31/2012,10,14119.5
D,3/31/2012,11,14527.16
D,3/31/2012,12,14579.28
D,3/31/2012,13,14385.32
D,3/31/2012,14,14058.73
D,3/31/2012,15,13748.53
D,3/31/2012,16,13555.46
D,3/31/2012,17,13560.73
D,3/31/2012,18,13719.94
D,3/31/2012,19,13877.71
D,3/31/2012,20,14454.54
D,3/31/2012,21,14454.23
