,0,1
0,1e-20,0.5218791663646698
1,1.333521432163324e-20,0.5051871538162231
2,1.7782794100389228e-20,0.5095376297831535
3,2.3713737056616554e-20,0.49417024105787277
4,3.162277660168379e-20,0.504477895796299
5,4.2169650342858224e-20,0.5094143003225327
6,5.62341325190349e-20,0.48477795720100403
7,7.498942093324558e-20,0.5129575356841087
8,1e-19,0.5066856890916824
9,1.333521432163324e-19,0.5012733042240143
10,1.7782794100389227e-19,0.5139574110507965
11,2.371373705661655e-19,0.5105153918266296
12,3.162277660168379e-19,0.49559007585048676
13,4.2169650342858224e-19,0.5066454857587814
14,5.623413251903491e-19,0.5165977105498314
15,7.498942093324559e-19,0.5121472924947739
16,1e-18,0.5109615623950958
17,1.3335214321633241e-18,0.48251592367887497
18,1.778279410038923e-18,0.5029179155826569
19,2.3713737056616553e-18,0.5065461993217468
20,3.1622776601683795e-18,0.48524682968854904
21,4.2169650342858225e-18,0.48286113142967224
22,5.623413251903491e-18,0.5223410278558731
23,7.498942093324558e-18,0.5079080909490585
24,1e-17,0.49158356338739395
25,1.333521432163324e-17,0.5042084231972694
26,1.7782794100389228e-17,0.5143136978149414
27,2.3713737056616553e-17,0.49241356551647186
28,3.1622776601683796e-17,0.5037239566445351
29,4.2169650342858225e-17,0.5084290951490402
30,5.62341325190349e-17,0.5118230581283569
31,7.498942093324558e-17,0.5109483450651169
32,1e-16,0.5171865373849869
33,1.3335214321633241e-16,0.5183078423142433
34,1.7782794100389228e-16,0.5038157477974892
35,2.3713737056616554e-16,0.5250657722353935
36,3.1622776601683793e-16,0.4929259717464447
37,4.2169650342858224e-16,0.507908008992672
38,5.623413251903491e-16,0.5071558207273483
39,7.498942093324558e-16,0.48750098049640656
40,1e-15,0.5208811461925507
41,1.333521432163324e-15,0.5273061767220497
42,1.7782794100389227e-15,0.5136094763875008
43,2.3713737056616553e-15,0.5090232267975807
44,3.1622776601683794e-15,0.512722373008728
45,4.2169650342858226e-15,0.508916586637497
46,5.623413251903491e-15,0.5122113898396492
47,7.498942093324559e-15,0.5122154876589775
48,1e-14,0.5216741636395454
49,1.333521432163324e-14,0.5092459991574287
