,0,1
50,1.7782794100389227e-14,0.5251723676919937
51,2.3713737056616553e-14,0.5087882503867149
52,3.1622776601683796e-14,0.49807558953762054
53,4.216965034285823e-14,0.4961959719657898
54,5.6234132519034906e-14,0.5039143860340118
55,7.498942093324558e-14,0.5347828939557076
56,1e-13,0.5129639431834221
57,1.333521432163324e-13,0.5035883337259293
58,1.7782794100389227e-13,0.5104442536830902
59,2.3713737056616554e-13,0.5166029930114746
60,3.162277660168379e-13,0.5160227194428444
61,4.2169650342858226e-13,0.5088420286774635
62,5.62341325190349e-13,0.5220869556069374
63,7.498942093324558e-13,0.5260437875986099
64,1e-12,0.4849640280008316
65,1.333521432163324e-12,0.5158883482217789
66,1.7782794100389228e-12,0.5056498125195503
67,2.3713737056616554e-12,0.5086915716528893
68,3.1622776601683794e-12,0.5124028399586678
69,4.2169650342858224e-12,0.5067395120859146
70,5.6234132519034904e-12,0.5202338919043541
71,7.498942093324559e-12,0.503643088042736
72,1e-11,0.4926515817642212
73,1.3335214321633241e-11,0.5152146369218826
74,1.7782794100389227e-11,0.5000454187393188
75,2.3713737056616552e-11,0.508702352643013
76,3.1622776601683794e-11,0.4837339371442795
77,4.216965034285823e-11,0.49070583283901215
78,5.6234132519034906e-11,0.5090013593435287
79,7.498942093324558e-11,0.508343830704689
80,1e-10,0.5151408463716507
81,1.333521432163324e-10,0.5119933113455772
82,1.778279410038923e-10,0.5033133700489998
83,2.371373705661655e-10,0.5112100541591644
84,3.1622776601683795e-10,0.5275549665093422
85,4.2169650342858224e-10,0.49334336817264557
86,5.623413251903491e-10,0.5262090712785721
87,7.498942093324559e-10,0.48864123225212097
88,1e-09,0.49195723235607147
89,1.333521432163324e-09,0.5228239446878433
90,1.7782794100389228e-09,0.508201390504837
91,2.3713737056616553e-09,0.5071552619338036
92,3.1622776601683795e-09,0.5243908017873764
93,4.216965034285823e-09,0.5280158147215843
94,5.623413251903491e-09,0.4928573668003082
95,7.498942093324558e-09,0.5123059749603271
96,1e-08,0.4919791668653488
97,1.333521432163324e-08,0.5067340284585953
98,1.7782794100389228e-08,0.4952791780233383
99,2.371373705661655e-08,0.5076376125216484
100,3.162277660168379e-08,0.4959631860256195
101,4.2169650342858225e-08,0.5058515965938568
102,5.6234132519034905e-08,0.5072096511721611
103,7.498942093324559e-08,0.5235928669571877
104,1e-07,0.5120305940508842
105,1.333521432163324e-07,0.49239958822727203
106,1.7782794100389227e-07,0.5048856288194656
107,2.3713737056616554e-07,0.5046068951487541
108,3.162277660168379e-07,0.5207980200648308
109,4.2169650342858225e-07,0.5008158981800079
110,5.62341325190349e-07,0.5094753727316856
111,7.498942093324558e-07,0.4944039657711983
112,1e-06,0.5021442249417305
113,1.333521432163324e-06,0.5052139312028885
114,1.778279410038923e-06,0.49950602650642395
115,2.3713737056616552e-06,0.5031332299113274
116,3.162277660168379e-06,0.505749300122261
117,4.216965034285822e-06,0.48763562738895416
118,5.623413251903491e-06,0.5102809593081474
119,7.498942093324558e-06,0.49090956151485443
120,1e-05,0.493233859539032
121,1.333521432163324e-05,0.49945318698883057
122,1.778279410038923e-05,0.4994204118847847
123,2.3713737056616554e-05,0.4791383296251297
124,3.1622776601683795e-05,0.5031590610742569
125,4.216965034285822e-05,0.5179769769310951
126,5.623413251903491e-05,0.5225102677941322
127,7.498942093324559e-05,0.49748943001031876
128,0.0001,0.532837525010109
129,0.0001333521432163324,0.48680468648672104
130,0.00017782794100389227,0.5173894613981247
131,0.00023713737056616554,0.5044443979859352
132,0.00031622776601683794,0.4957108423113823
133,0.00042169650342858224,0.4914490729570389
134,0.0005623413251903491,0.49272555112838745
135,0.0007498942093324559,0.47294726222753525
136,0.001,0.48650602251291275
137,0.001333521432163324,0.4706733226776123
138,0.0017782794100389228,0.4682596027851105
139,0.0023713737056616554,0.4341511130332947
140,0.0031622776601683794,0.42848140001296997
141,0.004216965034285823,0.40851208567619324
142,0.005623413251903491,0.3855644688010216
143,0.007498942093324558,0.35419637709856033
144,0.01,0.31181221082806587
145,0.01333521432163324,0.24967636540532112
146,0.01778279410038923,0.2315065711736679
147,0.023713737056616554,0.19339996576309204
148,0.03162277660168379,0.15396330319344997
149,0.042169650342858224,0.12275882996618748
150,0.05623413251903491,0.09161030873656273
151,0.07498942093324558,0.10223638452589512
152,0.1,0.09996416792273521
153,0.1333521432163324,0.09149165637791157
154,0.1778279410038923,0.09150024503469467
155,0.23713737056616552,0.09284649789333344
156,0.31622776601683794,0.09651881083846092
157,0.4216965034285822,0.09122148901224136
158,0.5623413251903491,0.08947656862437725
159,0.7498942093324559,0.0938988383859396
160,1.0,0.11295078136026859
161,1.333521432163324,0.30055524967610836
162,1.7782794100389228,0.19789042510092258
163,2.371373705661655,0.34021786600351334
164,3.1622776601683795,9.543416258131817e+27
165,4.216965034285822,
166,5.623413251903491,
167,7.498942093324558,
168,10.0,
169,13.33521432163324,
170,17.78279410038923,
171,23.71373705661655,
172,31.622776601683793,
173,42.169650342858226,
174,56.23413251903491,
175,74.98942093324558,
176,100.0,
177,133.3521432163324,
178,177.82794100389228,
179,237.13737056616552,
180,316.22776601683796,
181,421.6965034285823,
182,562.341325190349,
183,749.8942093324558,
